generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve
1,30,0.2670421600341797,2.159276247024536,3.265838861465454,3.265838861465454,2.86016845703125,1.8848406076431274,1.8848406076431274,2.7658469676971436,2.7658469676971436,2.365428924560547,0.8013491034507751,0.9999837875366211,5.2480621337890625,5.298385143280029,7.623751640319824,7.660553932189941,2.159276247024536,3.265838861465454,0,0.0,0
2,60,0.3353590965270996,2.816046953201294,3.274568796157837,3.274568796157837,3.149780035018921,2.3320724964141846,2.3320724964141846,2.7746481895446777,2.7746481895446777,2.649918794631958,0.9785634279251099,0.9998412132263184,5.746439456939697,5.278820991516113,8.369993209838867,8.324203491210938,2.816046953201294,3.274568796157837,0,0.0,0
3,90,0.3987576961517334,3.1348021030426025,3.2937934398651123,3.2937934398651123,3.2568936347961426,2.635648488998413,2.635648488998413,2.7938780784606934,2.7938780784606934,2.7569618225097656,0.9983066916465759,0.9998307228088379,5.789124965667725,5.302996635437012,8.17943000793457,8.368775367736816,3.1348021030426025,3.2937934398651123,0,0.0,0
4,120,0.46556639671325684,3.2557992935180664,3.352850914001465,3.352850914001465,3.3082237243652344,2.7559471130371094,2.7559471130371094,2.852917194366455,2.852917194366455,2.8082756996154785,0.9997050166130066,0.9998674392700195,5.332176685333252,5.195952892303467,8.13554573059082,8.223196029663086,3.2557992935180664,3.352850914001465,6,0.2,0
5,150,0.5307273864746094,3.3042948246002197,3.352850914001465,3.352850914001465,3.3341736793518066,2.8043415546417236,2.8043415546417236,2.852917194366455,2.852917194366455,2.8342342376708984,0.9999068379402161,0.9998674392700195,5.281412124633789,5.195952892303467,8.008157730102539,8.223196029663086,3.3042948246002197,3.352850914001465,18,0.6,1
6,180,0.5845088958740234,3.3293545246124268,3.4107842445373535,3.4107842445373535,3.3628623485565186,2.829427480697632,2.829427480697632,2.9108591079711914,2.9108591079711914,2.862943649291992,0.9998542666435242,0.9998501539230347,5.256911754608154,5.041964530944824,8.11733341217041,8.038534164428711,3.3293545246124268,3.4107842445373535,26,0.8666666666666667,0
7,210,0.6500134468078613,3.341857671737671,3.458702564239502,3.458702564239502,3.3967156410217285,2.8419415950775146,2.8419415950775146,2.958885669708252,2.958885669708252,2.896813154220581,0.999832808971405,0.9996335506439209,5.222742557525635,5.215987682342529,8.1620454788208,8.354849815368652,3.341857671737671,3.458702564239502,25,0.8333333333333334,0
8,240,0.709040641784668,3.3837060928344727,3.5013718605041504,3.5013718605041504,3.4359138011932373,2.883779764175415,2.883779764175415,3.001453161239624,3.001453161239624,2.9359707832336426,0.9998522400856018,0.9998373985290527,5.195520401000977,5.1283440589904785,8.171567916870117,8.207816123962402,3.3837060928344727,3.5013718605041504,29,0.9666666666666667,0
9,270,0.7677209377288818,3.4297397136688232,3.559798240661621,3.559798240661621,3.4839541912078857,2.9298160076141357,2.9298160076141357,3.059858798980713,3.059858798980713,2.9840192794799805,0.9998472332954407,0.9998791217803955,5.18922758102417,5.100186347961426,8.227028846740723,8.15074634552002,3.4297397136688232,3.559798240661621,29,0.9666666666666667,0
10,300,0.8325357437133789,3.481339931488037,3.587559223175049,3.587559223175049,3.5431880950927734,2.981398582458496,2.981398582458496,3.087613821029663,3.087613821029663,3.043243169784546,0.9998828172683716,0.999890923500061,5.1416802406311035,5.087543487548828,8.16158676147461,8.091636657714844,3.481339931488037,3.587559223175049,30,1.0,0
11,330,0.8883869647979736,3.542830228805542,3.6204185485839844,3.6204185485839844,3.587144374847412,3.042898416519165,3.042898416519165,3.120476484298706,3.120476484298706,3.087204694747925,0.9998642802238464,0.9998842477798462,5.149484157562256,5.106896877288818,8.203339576721191,8.092132568359375,3.542830228805542,3.6204185485839844,30,1.0,0
12,360,0.9551756381988525,3.5778005123138428,3.6629440784454346,3.6629440784454346,3.6263835430145264,3.0778610706329346,3.0778610706329346,3.1630167961120605,3.1630167961120605,3.1264450550079346,0.9998786449432373,0.9998544454574585,5.145432949066162,5.211700439453125,8.138067245483398,8.013171195983887,3.5778005123138428,3.6629440784454346,30,1.0,0
