generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,0,12,,False,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
1,1,23,,False,9.780350685119629,0.9998218417167664,2.440936803817749,2.440936803817749,0.1349734514951706,2.440936803817749,6.4586076736450195,0.34353193640708923,9.280439376831055,0.6464104056358337,2.940847635269165,False
1,2,3,,False,9.599665641784668,0.90908282995224,2.377548933029175,2.377548933029175,0.12760764360427856,2.377548933029175,6.142675876617432,0.07308436185121536,9.145124435424805,0.4726239740848541,2.832090377807617,False
1,3,29,,False,9.403826713562012,0.7996657490730286,2.195849895477295,2.195849895477295,0.25289130210876465,2.195849895477295,6.293221950531006,0.20195654034614563,9.084260940551758,0.10064501315355301,2.5154154300689697,False
1,4,17,,False,9.301605224609375,0.5966482162475586,2.3296337127685547,2.3296337127685547,0.22247181832790375,2.3296337127685547,7.453064918518066,1.1948186159133911,9.261712074279785,0.379048228263855,2.369527578353882,False
1,5,19,,False,9.259977340698242,0.9998713731765747,1.48795485496521,1.48795485496521,0.35175931453704834,1.48795485496521,5.16354513168335,0.0,8.760041236877441,0.29214370250701904,1.9878904819488525,False
1,6,26,,False,9.257096290588379,0.9956271648406982,2.095669984817505,2.095669984817505,0.29515916109085083,2.095669984817505,6.664881229400635,0.5201085805892944,8.759283065795898,0.09892275929450989,2.5934834480285645,False
1,7,28,,False,9.042038917541504,0.9995408058166504,2.595707416534424,2.595707416534424,0.14055423438549042,2.595707416534424,6.82282018661499,0.6553093194961548,8.542268753051758,0.23733678460121155,3.095477819442749,False
1,8,4,,False,8.995736122131348,0.9911714196205139,2.4998059272766113,2.4998059272766113,0.23268412053585052,2.4998059272766113,5.890031337738037,0.0,8.500150680541992,0.40092238783836365,2.995391607284546,False
1,9,24,,False,8.621045112609863,0.9999397993087769,2.0930285453796387,2.0930285453796387,0.619549572467804,2.0930285453796387,3.5470938682556152,0.0,8.121075630187988,0.24433250725269318,2.592998504638672,False
1,10,16,,False,8.51539421081543,0.9999386072158813,2.6211986541748047,2.6211986541748047,0.2595248818397522,2.6211986541748047,5.073716163635254,0.0,8.015424728393555,0.14624637365341187,3.1211678981781006,False
1,11,8,,False,8.330756187438965,0.999930739402771,2.127624988555908,2.127624988555908,0.4240727126598358,2.127624988555908,4.155632972717285,0.0,7.8307905197143555,0.15977829694747925,2.6275904178619385,False
1,12,10,,False,8.259285926818848,0.9999402761459351,1.6178131103515625,1.6178131103515625,0.36600029468536377,1.6178131103515625,5.206389427185059,0.0,7.759315490722656,0.10200269520282745,2.117783308029175,False
1,13,2,,False,8.190144538879395,0.9997507929801941,2.0369210243225098,2.0369210243225098,0.4444893002510071,2.0369210243225098,3.4671108722686768,0.0,7.690269470214844,0.07578438520431519,2.5367963314056396,False
1,14,5,,False,8.179159164428711,0.9999452829360962,1.8121793270111084,1.8121793270111084,0.42880716919898987,1.8121793270111084,4.387959957122803,0.0,7.6791863441467285,0.26647159457206726,2.3121519088745117,False
1,15,21,,False,8.160545349121094,0.9999837875366211,2.7658469676971436,2.7658469676971436,0.2119266390800476,2.7658469676971436,5.298385143280029,0.0,7.660553932189941,0.40941938757896423,3.265838861465454,False
1,16,27,,False,7.951749801635742,0.996025562286377,1.9632012844085693,1.9632012844085693,0.19423522055149078,1.9632012844085693,5.626951217651367,0.0,7.453736782073975,0.13730327785015106,2.461214065551758,False
1,17,18,,False,7.94297456741333,0.3443813920021057,0.5333398580551147,0.5333398580551147,0.43607646226882935,0.5333398580551147,3.914372682571411,0.0,8.215278625488281,0.50417560338974,0.26103565096855164,False
1,18,22,,False,7.882105827331543,0.8289783000946045,0.5255745053291321,0.5255745053291321,0.2416909784078598,0.5255745053291321,4.490822792053223,0.0,7.5244340896606445,0.39955633878707886,0.8832463026046753,False
1,19,11,,False,7.319921493530273,0.792884349822998,1.7853918075561523,1.7853918075561523,0.35484975576400757,1.7853918075561523,5.058051586151123,0.0,7.009171962738037,0.19783104956150055,2.0961415767669678,False
1,20,9,,False,7.130760669708252,0.9989783763885498,1.6024589538574219,1.6024589538574219,0.5514169335365295,1.6024589538574219,5.4308881759643555,0.0,6.6312713623046875,0.4317300617694855,2.1019482612609863,False
1,21,20,,False,7.12183952331543,0.9995865225791931,1.8388172388076782,1.8388172388076782,0.4363221824169159,1.8388172388076782,4.763103485107422,0.0,6.62204647064209,0.41366302967071533,2.3386104106903076,False
1,22,25,,False,7.0299530029296875,0.9992449283599854,1.384303092956543,1.384303092956543,0.6302633285522461,1.384303092956543,4.110793113708496,0.0,6.530330657958984,0.261059433221817,1.8839255571365356,False
1,23,15,,False,6.938055515289307,0.9682835936546326,1.25627601146698,1.25627601146698,0.4317161440849304,1.25627601146698,4.909976959228516,0.0,6.453913688659668,0.30480337142944336,1.7404178380966187,False
1,24,13,,False,6.712175369262695,0.832955002784729,1.2138584852218628,1.2138584852218628,0.6029090285301208,1.2138584852218628,5.034695148468018,0.0,6.349333763122559,0.21696212887763977,1.5767000913619995,False
1,25,1,,False,5.9416961669921875,0.05541137233376503,2.2792630195617676,2.2792630195617676,0.433562308549881,2.2792630195617676,5.243255615234375,0.0,6.589661598205566,0.3092629611492157,1.6312978267669678,False
1,26,6,,False,5.737466812133789,0.0018570184474810958,1.5487428903579712,1.5487428903579712,0.5347394943237305,1.5487428903579712,6.024664878845215,0.0,6.455052852630615,0.28749412298202515,0.8311570286750793,False
1,27,14,,False,5.537981033325195,0.2144843488931656,2.0001027584075928,2.0001027584075928,0.2846827805042267,2.0001027584075928,5.308675289154053,0.0,5.979151248931885,0.34292569756507874,1.5589323043823242,False
1,28,7,,False,5.525387287139893,0.16204240918159485,2.24263334274292,2.24263334274292,0.3738231956958771,2.24263334274292,4.904158592224121,0.0,6.034731864929199,0.31527167558670044,1.7332885265350342,False
1,29,0,,False,5.478687763214111,0.5564268827438354,1.4332869052886963,1.4332869052886963,0.2843489646911621,1.4332869052886963,4.6936235427856445,0.0,5.475332736968994,0.3191288709640503,1.4366419315338135,False
2,0,10,,False,9.936575889587402,0.999832272529602,2.573981761932373,2.573981761932373,0.09827697277069092,2.573981761932373,5.6517815589904785,0.0,9.436659812927246,0.46147793531417847,3.0738978385925293,False
